distance_km,weather_severity,road_type,cargo_weight_kg,driver_experience_yrs,departure_hour,is_delayed,season_fall,season_spring,season_summer,season_winter
0.6061415220293724,4,0,0.4875846501128668,0.27586206896551724,0.05882352941176472,1,0,1,0,0
0.5700934579439252,4,1,0.3320849579314591,0.27586206896551724,0.8823529411764706,1,1,0,0,0
0.6782376502002669,5,0,0.10337574389493126,0.5862068965517241,0.11764705882352938,1,0,0,1,0
0.04539385847797063,4,0,0.408116150215473,0.5862068965517241,0.5294117647058822,0,0,1,0,0
0.2736982643524699,2,0,0.8325466858198235,0.9655172413793103,0.411764705882353,0,1,0,0,0
0.1068090787716956,2,1,0.4831725836240509,0.20689655172413793,0.35294117647058826,0,0,0,0,1
0.7489986648865153,4,1,0.24574184280730557,0.896551724137931,0.0,0,0,1,0,0
0.5166889185580774,2,1,0.678996511389288,0.10344827586206896,0.6470588235294117,0,0,1,0,0
0.001335113484646197,5,1,0.9653191052739585,0.41379310344827586,0.23529411764705882,1,0,0,0,1
0.5193591455273698,1,0,0.8336240508926739,0.5517241379310345,0.8823529411764706,1,1,0,0,0
0.7543391188251001,5,0,0.9875846501128669,0.7931034482758621,0.1764705882352941,0,1,0,0,0
0.14018691588785046,5,1,0.5491996716601683,0.034482758620689655,0.9411764705882353,1,0,1,0,0
0.6355140186915887,2,0,0.0736712497434845,0.4482758620689655,0.05882352941176472,0,0,1,0,0
0.9372496662216289,1,0,0.18166427252206033,0.06896551724137931,0.6470588235294117,0,1,0,0,0
0.5353805073431241,2,0,0.5830597168068952,0.13793103448275862,0.0,0,1,0,0,0
0.9732977303070761,3,0,0.9318181818181818,0.4482758620689655,0.6470588235294117,0,0,0,1,0
0.7409879839786382,2,1,0.7961214857377386,0.06896551724137931,0.6470588235294117,0,0,1,0,0
0.21495327102803738,2,0,0.3253129489021137,0.7586206896551724,0.6470588235294117,0,0,1,0,0
0.2683578104138852,2,0,0.11599630617689308,0.20689655172413793,0.9411764705882353,0,0,0,0,1
0.3591455273698264,1,0,0.5211881797660579,1.0,0.588235294117647,0,0,0,1,0
0.3604806408544726,2,1,0.01072234762979684,0.5862068965517241,0.7058823529411764,1,1,0,0,0
0.6074766355140186,1,0,0.7083418838497845,0.41379310344827586,0.411764705882353,0,0,0,1,0
0.6154873164218958,4,0,0.36040426841781237,0.9655172413793103,0.5294117647058822,1,1,0,0,0
0.9692923898531375,3,1,0.016878719474656266,0.7586206896551724,0.411764705882353,0,1,0,0,0
0.33511348464619495,1,1,0.4189924071413913,0.896551724137931,0.411764705882353,0,0,0,1,0
0.9359145527369827,4,0,0.46844859429509544,0.7241379310344828,0.4705882352941176,0,0,1,0,0
0.39385847797062745,1,0,0.7484609070387851,0.3103448275862069,0.35294117647058826,0,1,0,0,0
0.9666221628838451,1,0,0.8271598604555715,0.8275862068965517,0.7647058823529411,1,0,0,1,0
0.959946595460614,3,0,0.03719474656269238,0.41379310344827586,0.05882352941176472,1,0,0,0,1
0.9986648865153537,5,0,0.5670018469115534,0.5172413793103449,0.588235294117647,0,0,0,1,0
0.44993324432576765,5,0,0.16627334290991175,0.27586206896551724,0.411764705882353,1,0,0,0,1
0.06942590120160214,1,0,0.8736917709829674,0.034482758620689655,0.7058823529411764,0,1,0,0,0
0.2883845126835781,2,0,0.26128668171557556,0.7586206896551724,0.8235294117647058,0,0,0,1,0
0.24966622162883842,4,1,0.7083418838497845,0.13793103448275862,0.11764705882352938,1,0,0,1,0
0.5060080106809078,2,1,0.5605889595731582,0.9655172413793103,0.7647058823529411,1,0,0,0,1
0.6568758344459279,2,1,0.7613379848142827,0.7241379310344828,0.8235294117647058,0,0,0,1,0
0.0534045393858478,1,0,0.8922121896162528,0.5517241379310345,0.05882352941176472,0,0,0,1,0
0.20827770360480638,1,0,0.07941719679868664,0.7586206896551724,0.6470588235294117,0,1,0,0,0
0.01869158878504673,1,1,0.461368766673507,0.7241379310344828,0.1764705882352941,0,0,0,1,0
0.08544726301735647,1,0,0.7779601887954032,0.10344827586206896,0.11764705882352938,0,0,1,0,0
0.6942590120160214,5,0,0.38426020931664273,0.5517241379310345,0.23529411764705882,0,0,0,0,1
0.4579439252336448,1,0,0.6412374307408167,0.27586206896551724,0.11764705882352938,0,0,0,1,0
0.17089452603471295,5,1,0.7985327313769751,0.6551724137931034,0.8235294117647058,1,0,0,0,1
0.863818424566088,5,1,0.6804329981530884,0.034482758620689655,0.05882352941176472,1,0,0,0,1
0.6288384512683578,1,0,0.2781654011902319,0.7931034482758621,0.6470588235294117,0,0,0,0,1
0.08277703604806408,3,0,0.7225528421916684,0.5862068965517241,0.23529411764705882,0,0,0,1,0
0.18424566088117492,4,1,0.16206648881592448,0.6896551724137931,0.9411764705882353,0,0,0,1,0
0.664886515353805,2,0,0.4726554483890827,0.896551724137931,0.7647058823529411,0,0,0,0,1
0.7903871829105473,5,1,0.33936999794787603,0.7241379310344828,0.5294117647058822,1,0,1,0,0
0.5220293724966621,4,1,0.6117381489841986,0.3448275862068966,0.11764705882352938,1,0,0,0,1
0.8998664886515353,3,1,0.7741637594910733,0.41379310344827586,0.1764705882352941,0,0,1,0,0
0.5580774365821094,2,0,0.8289554689103221,0.24137931034482757,0.29411764705882354,0,0,0,0,1
0.3845126835781041,2,0,0.9007798071003489,0.896551724137931,0.8823529411764706,0,1,0,0,0
0.5046728971962616,5,0,0.8021752513851836,0.0,0.35294117647058826,0,0,0,0,1
0.6528704939919893,1,1,0.11445721321567823,0.5517241379310345,0.8235294117647058,1,0,0,0,1
0.30707610146862485,3,1,0.24102195772624666,0.3793103448275862,0.588235294117647,1,0,0,1,0
0.0534045393858478,5,0,0.5656166632464601,0.10344827586206896,0.0,0,0,1,0,0
0.036048064085447265,3,0,0.4031397496408783,0.6896551724137931,0.23529411764705882,0,1,0,0,0
0.17890520694259013,1,1,0.38600451467268626,0.41379310344827586,0.7058823529411764,0,0,1,0,0
0.26702269692923897,1,1,0.28509131951569877,0.9655172413793103,0.7647058823529411,0,1,0,0,0
0.042723631508678236,5,1,0.34526985429919965,0.27586206896551724,0.4705882352941176,1,0,0,0,1
0.06275033377837116,1,0,0.12882208085368355,0.896551724137931,0.9411764705882353,0,0,0,1,0
0.6702269692923898,4,0,0.4016006566796634,1.0,0.8235294117647058,1,0,0,1,0
0.5420560747663551,2,1,0.7582084957931459,0.20689655172413793,0.35294117647058826,0,0,1,0,0
0.7650200267022697,5,1,0.4057049045762364,0.7586206896551724,0.6470588235294117,0,0,0,1,0
0.9706275033377837,3,0,0.8128975990149805,0.7931034482758621,0.29411764705882354,0,0,1,0,0
0.1308411214953271,4,0,0.28970859839934326,0.13793103448275862,0.8823529411764706,0,0,1,0,0
0.9118825100133511,5,0,0.8966755592037758,0.13793103448275862,0.23529411764705882,1,1,0,0,0
0.9679572763684913,1,0,0.4677816540119023,0.5517241379310345,0.4705882352941176,0,0,1,0,0
0.7289719626168224,1,0,0.09998973938025857,1.0,0.7647058823529411,0,1,0,0,0
0.9853137516688918,1,1,0.5213933921608865,0.27586206896551724,0.411764705882353,0,0,0,1,0
0.8170894526034712,1,0,0.7361994664477735,0.1724137931034483,0.7647058823529411,1,0,1,0,0
0.6154873164218958,3,1,0.4998973938025857,0.8275862068965517,0.6470588235294117,0,0,1,0,0
0.8571428571428571,4,0,0.5626923866201519,0.6206896551724138,0.5294117647058822,1,0,0,0,1
0.005340453938584788,2,1,0.47116765852657494,0.5172413793103449,0.7058823529411764,0,0,1,0,0
0.28971962616822433,3,1,0.4515698748204391,0.6896551724137931,0.8235294117647058,0,0,1,0,0
0.6702269692923898,3,0,0.03042273753334701,0.034482758620689655,0.411764705882353,1,0,0,0,1
0.5300400534045393,2,0,0.40390929612148574,0.3103448275862069,0.5294117647058822,0,0,0,0,1
0.5233644859813084,2,0,0.3062794992817566,0.5172413793103449,0.11764705882352938,0,0,0,1,0
0.2750333778371161,1,0,0.8146932074697312,0.13793103448275862,0.11764705882352938,1,0,1,0,0
0.01869158878504673,3,1,0.04391545249333059,0.48275862068965514,0.23529411764705882,0,0,0,1,0
0.7383177570093458,5,1,0.2830391955674123,0.41379310344827586,0.8823529411764706,0,0,0,1,0
0.6141522029372496,2,0,0.5119023189000615,0.41379310344827586,0.9411764705882353,0,0,0,0,1
0.9212283044058744,2,0,0.22137287092140365,0.41379310344827586,0.29411764705882354,0,1,0,0,0
0.7663551401869159,4,0,0.6229222245023599,0.48275862068965514,0.8823529411764706,1,0,0,1,0
0.9906542056074766,5,1,0.660630002052124,0.4482758620689655,0.05882352941176472,1,1,0,0,0
0.32042723631508674,5,0,0.05273958547096244,0.24137931034482757,0.8235294117647058,0,0,1,0,0
0.7516688918558077,2,0,0.4866098912374307,0.3448275862068966,1.0,1,0,0,0,1
0.1268357810413885,1,1,0.6824851221013749,0.5862068965517241,0.0,0,0,1,0,0
0.9786381842456607,4,1,0.5260106710445311,0.7931034482758621,0.6470588235294117,1,0,1,0,0
0.6461949265687583,5,0,0.07413297763184896,0.10344827586206896,0.411764705882353,1,0,0,0,1
0.5420560747663551,2,1,0.5250872152678022,0.8620689655172413,0.29411764705882354,0,0,1,0,0
0.30707610146862485,5,0,0.14611122511799712,0.3103448275862069,0.6470588235294117,1,0,0,0,1
0.9986648865153537,4,0,0.613123332649292,0.0,0.35294117647058826,1,1,0,0,0
0.8731642189586114,4,1,0.41576031192284013,0.9655172413793103,1.0,1,0,1,0,0
0.2269692923898531,3,1,0.5129283808742048,0.13793103448275862,0.7647058823529411,0,0,0,0,1
0.7209612817089452,2,0,0.4874307408167453,0.41379310344827586,0.411764705882353,0,0,0,1,0
0.04672897196261683,4,0,0.7947363020726452,0.0,0.7647058823529411,1,0,1,0,0
0.6995994659546061,3,0,0.20793145906012722,0.7586206896551724,0.23529411764705882,0,1,0,0,0
0.212283044058745,3,0,0.27703673301867426,0.24137931034482757,0.4705882352941176,0,0,0,0,1
0.931909212283044,5,0,0.47604145290375544,0.06896551724137931,0.411764705882353,0,0,1,0,0
0.32309746328437916,5,0,0.08567617484096039,0.06896551724137931,0.05882352941176472,1,0,1,0,0
0.11348464619492657,3,0,0.23240303714344343,0.20689655172413793,0.8823529411764706,0,0,1,0,0
0.7703604806408544,5,1,0.25251385183665087,0.10344827586206896,0.7058823529411764,1,1,0,0,0
0.9092122830440587,4,1,0.7832444079622409,0.06896551724137931,0.35294117647058826,1,0,0,0,1
0.7423230974632843,1,1,0.643546070182639,0.48275862068965514,0.8823529411764706,1,0,0,1,0
0.7650200267022697,4,0,0.3120767494356659,0.24137931034482757,0.35294117647058826,1,0,0,1,0
0.8611481975967957,3,1,0.6355427867843217,0.06896551724137931,0.7647058823529411,0,0,0,1,0
0.036048064085447265,3,1,0.6812025446336959,0.9655172413793103,0.7647058823529411,0,0,0,0,1
0.8264352469959946,4,1,0.2494356659142212,1.0,0.6470588235294117,1,0,0,1,0
0.7409879839786382,5,1,0.477837061358506,0.20689655172413793,0.0,1,1,0,0,0
0.45260347129506007,5,1,0.06253847732403037,0.5862068965517241,0.0,0,0,0,0,1
0.4405874499332443,3,0,0.14662425610506874,0.3448275862068966,0.6470588235294117,0,0,1,0,0
0.8531375166889185,2,0,0.5489431561666325,0.3448275862068966,0.8235294117647058,1,1,0,0,0
0.6742323097463284,5,1,0.4322799097065463,0.5517241379310345,0.1764705882352941,1,0,1,0,0
0.46328437917222964,4,1,0.7891955674122717,0.9310344827586207,0.35294117647058826,1,0,0,1,0
0.630173564753004,5,1,0.47886312333264924,0.1724137931034483,0.8823529411764706,1,1,0,0,0
0.30707610146862485,4,0,0.16678637389698336,0.24137931034482757,0.11764705882352938,1,0,0,0,1
0.25233644859813087,3,0,0.19392571311307202,0.0,0.35294117647058826,0,1,0,0,0
0.2990654205607477,5,0,0.8797455366304124,0.9655172413793103,0.29411764705882354,1,0,1,0,0
0.5126835781041388,4,1,0.9779909706546275,0.3103448275862069,0.8823529411764706,0,0,0,0,1
0.5020026702269692,3,0,0.8383439359737328,0.9310344827586207,0.411764705882353,0,1,0,0,0
0.37650200267022693,2,0,0.977170121075313,0.8275862068965517,0.29411764705882354,0,1,0,0,0
0.8437917222963951,4,0,0.5104145290375539,0.6206896551724138,0.5294117647058822,0,1,0,0,0
0.8371161548731642,2,0,0.8345475066694028,0.06896551724137931,0.8823529411764706,0,1,0,0,0
0.9933244325767691,2,1,0.7472296326698132,0.10344827586206896,0.588235294117647,0,0,0,0,1
0.3444592790387183,1,1,0.5992714959983583,0.3448275862068966,0.7058823529411764,1,0,1,0,0
0.47797062750333774,5,1,0.18012517956084548,0.48275862068965514,0.29411764705882354,1,1,0,0,0
0.9465954606141521,4,0,0.8658423968807716,0.0,0.0,1,0,0,0,1
0.6074766355140186,2,1,0.6840242150625898,0.27586206896551724,0.6470588235294117,0,0,1,0,0
0.5473965287049399,1,0,0.583316232300431,0.3448275862068966,0.29411764705882354,0,1,0,0,0
0.8651535380507342,3,1,0.29858403447568227,0.6206896551724138,1.0,0,0,1,0,0
0.42323097463284376,4,0,0.7610814693207469,0.41379310344827586,0.7058823529411764,0,0,1,0,0
0.9025367156208277,2,0,0.6217935563308024,0.8620689655172413,0.35294117647058826,0,0,0,0,1
0.2990654205607477,5,1,0.10619741432382515,0.5172413793103449,0.7058823529411764,1,0,1,0,0
0.3110814419225634,1,1,0.4374615226759696,0.10344827586206896,0.411764705882353,1,0,0,0,1
0.9118825100133511,2,0,0.9715267802175251,0.0,0.9411764705882353,0,1,0,0,0
0.8851802403204272,5,1,0.30561255899856354,0.6551724137931034,0.4705882352941176,0,0,1,0,0
0.4979973297730307,2,0,0.46711471372870916,0.41379310344827586,0.7058823529411764,0,0,1,0,0
0.8958611481975968,4,0,0.30735686435460696,0.0,0.05882352941176472,1,0,0,1,0
0.8104138851802403,4,0,0.2574902524112457,0.13793103448275862,0.1764705882352941,1,1,0,0,0
0.6288384512683578,4,0,0.9895854709624461,0.13793103448275862,0.05882352941176472,0,1,0,0,0
0.30974632843791716,1,0,0.9899445926533963,0.4482758620689655,0.1764705882352941,1,0,0,1,0
0.9225634178905207,4,0,0.694849168889801,0.896551724137931,1.0,1,0,0,1,0
0.14953271028037382,5,0,0.5218551200492509,0.7586206896551724,0.23529411764705882,1,0,0,0,1
0.6622162883845126,2,1,0.8278268007387646,0.4482758620689655,0.5294117647058822,0,0,0,0,1
0.5887850467289719,3,0,0.6031705315001026,0.24137931034482757,1.0,1,0,1,0,0
0.7516688918558077,5,1,0.4713728709214037,0.10344827586206896,0.5294117647058822,1,0,1,0,0
0.356475300400534,5,0,0.6609891237430741,0.20689655172413793,0.23529411764705882,0,0,1,0,0
0.6795727636849132,4,1,0.8607120870100554,0.6551724137931034,0.9411764705882353,1,0,1,0,0
0.514018691588785,1,0,0.8885696696080443,0.6206896551724138,0.7058823529411764,0,0,0,0,1
0.5153538050734312,2,0,0.5041042478965729,0.48275862068965514,0.9411764705882353,0,1,0,0,0
0.14953271028037382,1,0,0.12866817155756208,0.7241379310344828,0.4705882352941176,0,0,1,0,0
0.8170894526034712,2,0,0.9250461727888364,0.10344827586206896,0.6470588235294117,0,1,0,0,0
0.8331108144192256,2,0,0.17612353786168683,1.0,0.7647058823529411,0,0,1,0,0
0.1068090787716956,1,1,0.16411861276421094,0.6206896551724138,0.7647058823529411,0,0,0,1,0
0.931909212283044,5,1,0.7772932485122102,0.27586206896551724,0.411764705882353,1,0,1,0,0
0.14953271028037382,2,1,0.002872973527601068,0.6896551724137931,0.23529411764705882,0,0,1,0,0
0.001335113484646197,1,1,0.5704904576236405,0.41379310344827586,0.7647058823529411,1,0,1,0,0
0.8558077436582109,2,0,0.1523189000615637,0.4482758620689655,0.4705882352941176,0,0,0,0,1
0.29238985313751664,3,0,0.49851221013749236,0.7586206896551724,0.35294117647058826,0,0,0,1,0
0.7543391188251001,5,0,0.7190129283808742,0.9310344827586207,0.411764705882353,1,0,1,0,0
0.9813084112149532,4,0,0.4264313564539298,0.4482758620689655,0.7647058823529411,0,0,1,0,0
0.2990654205607477,2,0,0.4938436281551406,0.7241379310344828,0.7647058823529411,0,1,0,0,0
0.5126835781041388,3,0,0.47978657910937816,0.3103448275862069,0.588235294117647,0,0,0,1,0
0.5367156208277704,4,0,0.5894726041452903,0.5172413793103449,0.7647058823529411,0,0,1,0,0
0.8504672897196262,4,0,0.17150625897804225,0.13793103448275862,0.411764705882353,0,1,0,0,0
0.17222963951935916,2,1,0.9679868664067309,0.7586206896551724,0.11764705882352938,0,1,0,0,0
0.06942590120160214,1,1,0.7877590806484711,0.896551724137931,1.0,1,0,0,0,1
0.9118825100133511,2,0,0.02867843217730351,0.1724137931034483,0.11764705882352938,0,1,0,0,0
0.9732977303070761,3,1,0.32110609480812635,0.8620689655172413,0.7058823529411764,1,0,1,0,0
0.8958611481975968,4,1,0.08901087625692591,0.034482758620689655,0.6470588235294117,1,0,0,0,1
0.9465954606141521,2,0,0.46655037964293045,0.41379310344827586,0.8235294117647058,0,0,0,0,1
0.5540720961281709,1,0,0.6505232916068131,0.9655172413793103,1.0,0,0,1,0,0
0.3284379172229639,2,0,0.6013236199466447,0.41379310344827586,0.23529411764705882,0,0,0,1,0
0.5847797062750333,5,1,0.6205622819618305,0.6206896551724138,0.35294117647058826,0,1,0,0,0
0.2696929238985314,1,1,0.46808947260414524,0.5862068965517241,0.588235294117647,1,0,0,0,1
0.2443257676902537,3,0,0.6867945823927765,0.9310344827586207,0.588235294117647,0,0,0,1,0
0.1628838451268358,4,0,0.423968807715986,0.6206896551724138,0.8235294117647058,0,0,1,0,0
0.5340453938584779,2,0,0.014980504822491282,0.0,0.5294117647058822,0,1,0,0,0
0.39118825100133514,1,0,0.586497024420275,0.24137931034482757,0.8235294117647058,0,1,0,0,0
0.3724966622162884,5,0,0.2733429099117587,0.7241379310344828,0.7058823529411764,0,0,0,0,1
0.8130841121495327,1,1,0.23871331828442435,0.5172413793103449,0.7647058823529411,0,1,0,0,0
0.26301735647530045,5,1,0.897342499486969,0.9655172413793103,0.9411764705882353,1,1,0,0,0
0.6809078771695594,3,1,0.690437102400985,0.034482758620689655,0.7058823529411764,0,1,0,0,0
0.19092122830440586,4,1,0.19336137902729325,0.24137931034482757,0.5294117647058822,1,1,0,0,0
0.8117489986648865,3,1,0.43920582803201313,0.1724137931034483,0.0,1,0,1,0,0
0.26702269692923897,2,0,0.9006772009029346,0.5172413793103449,0.0,0,0,0,1,0
0.16421895861148197,1,1,0.059614200697722136,0.7586206896551724,0.8235294117647058,0,0,1,0,0
0.24833110814419226,5,0,0.48599425405294483,0.3448275862068966,0.8823529411764706,1,0,1,0,0
0.43391188251001334,5,1,0.6354401805869074,0.5517241379310345,0.6470588235294117,0,0,0,0,1
0.6181575433911882,1,0,0.7165503796429304,0.7586206896551724,0.29411764705882354,1,1,0,0,0
0.46461949265687574,1,1,0.4325877282987892,0.6206896551724138,0.29411764705882354,0,0,1,0,0
0.8798397863818425,2,0,0.9840960394007798,0.3448275862068966,0.6470588235294117,0,1,0,0,0
0.5367156208277704,3,0,0.3724604966139955,0.9310344827586207,0.8235294117647058,0,0,1,0,0
0.4606141522029372,5,0,0.07895546891032218,0.24137931034482757,0.1764705882352941,0,0,1,0,0
0.6809078771695594,2,0,0.14175046172788835,0.7241379310344828,0.1764705882352941,0,0,0,0,1
0.19492656875834444,3,1,0.5286271290785963,0.10344827586206896,0.05882352941176472,0,0,0,1,0
0.19626168224299065,2,1,0.2302996100964498,0.3448275862068966,0.6470588235294117,0,0,0,1,0
0.9479305740987983,5,0,0.15806484711676586,0.24137931034482757,0.35294117647058826,1,0,1,0,0
0.651535380507343,1,0,0.09516724810178534,0.27586206896551724,0.4705882352941176,1,0,0,0,1
0.8531375166889185,1,0,0.039349476708393186,0.8620689655172413,0.4705882352941176,1,1,0,0,0
0.7343124165554071,3,0,0.9134003693823107,0.034482758620689655,0.411764705882353,0,1,0,0,0
0.44993324432576765,4,0,0.15237020316027086,0.5172413793103449,0.7647058823529411,1,0,1,0,0
0.8544726301735647,3,1,0.9364867638005335,0.1724137931034483,0.0,1,0,0,1,0
0.630173564753004,4,0,0.28714344346398524,0.6896551724137931,0.6470588235294117,1,0,0,0,1
0.20026702269692923,2,0,0.9568540939872768,0.6896551724137931,0.05882352941176472,0,0,0,1,0
0.5527369826435247,2,0,0.2705212394828648,0.8620689655172413,0.7058823529411764,0,1,0,0,0
0.3965287049399199,5,0,0.33701005540734663,0.896551724137931,0.1764705882352941,0,0,0,1,0
0.8144192256341789,4,0,0.26010671044531086,0.6206896551724138,1.0,1,1,0,0,0
0.34979973297730305,5,1,0.49399753745126207,0.9310344827586207,0.8823529411764706,1,0,0,0,1
0.19092122830440586,1,0,0.5768007387646213,0.24137931034482757,0.7647058823529411,0,0,0,0,1
0.4606141522029372,4,0,0.7543607633901087,0.4482758620689655,0.411764705882353,0,0,1,0,0
0.8317757009345794,3,0,0.28016622203981123,0.7931034482758621,0.6470588235294117,0,0,1,0,0
0.7623497997329772,1,0,0.38210547917094195,0.5172413793103449,0.4705882352941176,1,0,0,1,0
0.001335113484646197,1,0,0.5691052739585472,0.3793103448275862,0.29411764705882354,1,0,0,0,1
0.40453938584779703,3,1,0.06725836240508927,0.13793103448275862,1.0,0,0,0,0,1
0.33778371161548726,1,1,0.40247280935768515,0.7931034482758621,0.05882352941176472,1,0,1,0,0
0.8691588785046729,4,0,0.8953416786373897,0.8620689655172413,0.411764705882353,1,1,0,0,0
0.60347129506008,5,0,0.4701415965524317,0.7931034482758621,0.7647058823529411,1,0,0,1,0
0.048064085447263025,1,0,0.5093371639647035,0.6206896551724138,0.29411764705882354,0,0,0,1,0
